'A000E01_'	1.23737570204355
'A001E01_'	1.18425069048185
'A002E01_'	1.17104757424017
'A003E01_'	1.27640612162982
'A004E01_'	1.40540271682767
'A005E01_'	1.36844593188164
'A006E01_'	1.33652490276881
'A007E01_'	1.29823579991745
'A008E01_'	1.26325763462334
'A009E01_'	1.18693337770984
'A010E01_'	1.15536427182907
'A011E01_'	1.07961919561548
'A012E01_'	1.03557248940321
'A013E01_'	0.962573012246577
'A014E01_'	0.911927164907956
'A015E01_'	0.828258001596074
'A016E01_'	0.806397748945835
'A017E01_'	0.765357981757317
'A018E01_'	0.733007857688462
'A019E01_'	0.710562451631649
'A020E01_'	0.644125634656514
'A021E01_'	0.737400057107081
'A022E01_'	0.725610974856905
'A023E01_'	0.718899291265177
'A024E01_'	0.701826323686676
'A025E01_'	0.704927704288608
'A026E01_'	0.726096671553878
'A027E01_'	0.746443960500426
'A028E01_'	0.729785146977837
'A029E01_'	0.695758377108469
'A030E01_'	0.669393232237798
'A031E01_'	0.671249211922008
'A032E01_'	0.656639972513682
'A033E01_'	0.660112473633053
'A034E01_'	0.675097748301655
'A035E01_'	0.677037103996844
'A037E01_'	0.766909065563702
'A038E01_'	0.781456409077694
'A039E01_'	0.810319945946567
'A040E01_'	0.846303712720921
'A041E01_'	0.894772803935990
'A042E01_'	0.958590018302375
'A043E01_'	0.945170679361566
'A044E01_'	0.920341362671882
'A045E01_'	0.905868864747843
'A046E01_'	0.931319285982154
'A047E01_'	0.915478065087650
'A048E01_'	0.853965475510322
'A049E01_'	0.878543102841108
'A050E01_'	0.864624756612980
'A051E01_'	0.894777401795625
'A052E01_'	0.983596064577861
'A053E01_'	1.01209352456367
'A054E01_'	1.10550020430311
'A055E01_'	0.969683956011247
'A056E01_'	1.01712907124858
'A057E01_'	1.13105488349440
'A058E01_'	1.16459588925086
'A059E01_'	1.01757448087097
'A060E01_'	1.05906028486375
'A061E01_'	1.07516665496729
'A062E01_'	1.02460080981415
'A063E01_'	0.978857384296171
'A064E01_'	1.05317313269748
'A065E01_'	1.15797314990153
'A066E01_'	1.17468577107846
'A067E01_'	1.15139573663222
'A068E01_'	1.13482174838719
'A069E01_'	1.13071903883584
'A070E01_'	1.12091589700777
'A071E01_'	1.05329860549724
'A072E01_'	1.09084845774201
'A073E01_'	1.33427250645411
'A074E01_'	1.45325838150005
'A075E01_'	1.47853237421926
'A076E01_'	1.49995993306786
'A077E01_'	1.48321254273533
'A078E01_'	1.62883761652854
'A079E01_'	1.76957678636739
'A080E01_'	1.85452517465192
'A081E01_'	1.93225929446979
'A082E01_'	1.92868015337054
'A083E01_'	1.97462367857013
'A084E01_'	1.86673444201660
'A085E01_'	1.75665256250557
'A086E01_'	2.03134768498932
'A087E01_'	1.52443417051537
'A092E01_'	1.32236714212444
'A093E01_'	1.16806280251488
'A094E01_'	1.33678752304982
'A095E01_'	1.48155506770266
'A096E01_'	1.40126619674166
'A097E01_'	1.34651924220562
'A098E01_'	1.60688470086251
'A099E01_'	2.19878989652956
'A100E01_'	1.80715894105722
'A101E01_'	1.63391937448785
'A102E01_'	1.44917948530521
'A103E01_'	1.34832125169924
'A104E01_'	1.37089873786478
'A105E01_'	2.08176632901841
'A106E01_'	1.88501672325048
'A107E01_'	1.61256920869914
'A108E01_'	1.71751227796682
'A109E01_'	2.01383505317107
'A110E01_'	2.30469379011524
'A111E01_'	2.54265890585092
'A112E01_'	2.65740676210415
'A113E01_'	2.66194410496350
'A114E01_'	2.58031014328427
'A115E01_'	2.27346134868431
'A116E01_'	2.49178945750536
'A117E01_'	2.66667149034393
'A118E01_'	2.67295884168884
'A119E01_'	2.59581764260087
'A120E01_'	2.28465489689201
'A121E01_'	1.94763595151276
'A122E01_'	2.21722924905356
'A123E01_'	2.74023754657349
'A124E01_'	3.10954359484211
'A125E01_'	3.27200413611346
'A126E01_'	3.35025506420551
'A127E01_'	3.39935266660062
'A128E01_'	3.35176094749384
'A129E01_'	3.23650403441153
'A130E01_'	2.91963260416704
'A131E01_'	2.57864864451322
'A132E01_'	2.07465806157885
'A133E01_'	1.74368172038320
'A134E01_'	1.74642307466044
'A135E01_'	1.64956719416244
'A136E01_'	1.37687713623594
'A137E01_'	1.21262318618494
'A138E01_'	1.17216170439122
'A139E01_'	1.11009144570109
'A140E01_'	1.06358122941575
'A141E01_'	1.07538990209535
'A142E01_'	0.922614947053506
'A143E01_'	0.854621394407065
'A144E01_'	0.943724303484390
'A145E01_'	1.00485508795821
'A146E01_'	1.08371321288572
'A147E01_'	1.09338818244783
'A148E01_'	1.06455284033748
'A149E01_'	1.01090801798943
'A150E01_'	1.15318392724927
'A151E01_'	1.15232710336929
